Transaction Hash,Status,Method,BlockNo,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD)
"0x98ffa889ba842bcec73de2e2b6c0affb79f2a39a852b02e673d9cb60c6bbd39e","Success","Transfer","40802989","2024-07-26 06:26:28","0xC6Ff5b8B21DE2a230bd626f128C1e39Ec56311e7","","0x0000000000000000000000000000000000000000","Null: 0x000...000","818.1596549840439","$80.50",""
"0xc9777e1ea57d0bf40501b3e300777e3e0beb5ee71e4f79de25cb7c075e591a51","Success","Transfer","40801754","2024-07-26 05:24:43","0x97F1d15789De2db9eBC59895023B420aF33BAd96","","0x0000000000000000000000000000000000000000","Null: 0x000...000","0.000000000000000476","$0.00",""
"0x852c0f8b7cad5ff1b590cd9515f8588e9351be2dbdf71486d4f521a1c580a248","Success","Transfer","40801684","2024-07-26 05:21:11","0x97F1d15789De2db9eBC59895023B420aF33BAd96","","0x0000000000000000000000000000000000000000","Null: 0x000...000","50.39752669357671","$4.96",""
"0x54ce2181b0f60a3cae20ebe315756a24c135474824b789b268e85a7cf904ee01","Success","Transfer","40798956","2024-07-26 03:04:27","0xDDd99beca9F7DAA4BDa89117259C9D3584f31E0a","scouth.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","16,668","$1,640.03",""
"0x3ca3f0ebbd60cd43b673f47e9abc94361a5edbd60700926391f5c6ebf4265804","Success","Transfer","40792555","2024-07-25 21:43:56","0x971CDd31accFCff7f1Dcdef7B6c813279E364378","mihaibratu84.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","1,250","$122.99",""
"0x7a3fe58549188dba9fe35ae71db598ce8df88735126d0bbc1af2bc13990d9ff6","Success","Transfer","40792154","2024-07-25 21:23:52","0x57A55C35831798027E66C352Bd713b55Dfffa960","","0x0000000000000000000000000000000000000000","Null: 0x000...000","1,483","$145.92",""
"0xe4b64848324ee11d81d1b48b61c16d77c6ec7e413625306ae1bd6bfc727bbfa5","Success","Transfer","40791984","2024-07-25 21:15:22","0x005D15505Cfc7c1C7B97D4Fd7627687a3378bf76","","0x0000000000000000000000000000000000000000","Null: 0x000...000","10","$0.98",""
"0x4bdfc03bbfb11402fc21e1bda9e7288ac661de511bd8f07f1936cfbac0b09d36","Success","Transfer","40790551","2024-07-25 20:03:34","0x822fA5ebE2253D714efA2b30DbeB7D213D0F5eDc","","0x0000000000000000000000000000000000000000","Null: 0x000...000","864.51","$85.06",""
"0x03bd509d1608da814ce2de4a0e5176c7d80db3cc2a94ee95c05780ad902a010b","Success","Transfer","40789713","2024-07-25 19:21:40","0xEb8cFb283c51B37E415dea27A5fecFDc06303efa","regeneronpharmaceuticals.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","502.0466062416301","$49.40",""
"0xd6dfdea3c36a42b5a7d59add420d76433a771ecd71161f7d104a49007e880b94","Success","Transfer","40789712","2024-07-25 19:21:37","0x9C1277FbC2cBb75DFAfF868F16b21cAfF057acAE","","0x0000000000000000000000000000000000000000","Null: 0x000...000","507.9127140818","$49.98",""
"0xbf8d030b7999e1f01b431054a8500f2300e5315046584ce4e94ea7df3cb8fdce","Success","Transfer","40789214","2024-07-25 18:56:43","0x94ec4c9bB7BaDF941092CefD9ccc0Fb6DD4EACE1","","0x0000000000000000000000000000000000000000","Null: 0x000...000","250.4","$24.64",""
"0x0f299f78b17c48820d21a34cae05ac8db5780401a61d08641a547c7cdff222f2","Success","Transfer","40789020","2024-07-25 18:47:01","0xa8Aa913e78513e9B9dC3f008C656b6b983239bEc","","0x0000000000000000000000000000000000000000","Null: 0x000...000","0.5","$0.05",""
"0xb0bfabdda32689237744a9588377515c0cc3f8e0622c27fd2ac582181037bb8e","Success","Transfer","40788190","2024-07-25 18:04:57","0x450FfFcdCCA801488ac805f2BBb30e0447AEf746","","0x0000000000000000000000000000000000000000","Null: 0x000...000","5,522.433599140151","$543.37",""
"0xd24b87dbed855db5fa9021806353b83e0a3cf290a60bc905fc3c30606a05cc60","Success","Transfer","40788032","2024-07-25 17:57:02","0xBC8E2e64631B8887Ee5aFDA9e3008cA194958b9F","slhsr.bnb","0x0000000000000000000000000000000000000000","Null: 0x000...000","251.01","$24.70",""
"0x10f06cf08e00a167563f075036c368e71999b0d1a550919131ece152e57ff174","Success","Transfer","40786753","2024-07-25 16:53:03","0x961dFd9168aA44Cfc0b7E34fFf815848eAA7C578","","0x0000000000000000000000000000000000000000","Null: 0x000...000","252.47242911898817","$24.84",""
